company_name,stage,funding_amount,description,headquarter,investor,funded_year,sector
Wellbeing Nutrition,Pre-series A,3500000.0,Organic whole food nutrition to keep up with the pace at which we live,"Mumbai, ",Klub,2021,Healthcare & Life Sciences
Pee Safe,Pre-series A,3000000.0,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,"Gurugram, ","Shaival Desai, Alkemi Venture Partners",2021,Healthcare & Life Sciences
Chqbook,Pre-series A,1000000.0,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.","New Delhi, ","Aavishkaar Venture Capital, YWC Venture Capital",2021,Finance
SimpliContract,Pre-series A,1800000.0,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.","Bangalore, ",Kalaari Capital,2021,IT & Technology
Dropshop,Pre-series A,1000000.0,Building technology to make distribution efficient and cheaper for large and small FMCG companies,"Bangalore, ",Inflection Point Ventures,2021,Transportation & Logistics
Jumbotail,Pre-series A,4000000.0,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,"Bangalore, ",Alteria Capital,2021,Retail
BYJU'S,Pre-series A,350000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Bangalore, ","Tiga Investments, Baron Capital",2021,E-learning
Power Gummies,Pre-series A,1000000.0,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,"New Delhi, ","Venture Catalysts, 9unicorns",2021,Healthcare & Life Sciences
Convosight,Pre-series A,9000000.0,A mission - to help community builders become community entrepreneurs.,"New Delhi, ",Qualgro,2021,IT & Technology
Junio,Pre-series A,600000.0,Junio is a kids-focused digital pocket money-smart card.,"New Delhi, ","Amit Lakhotia, Pravin Jadhav",2021,Finance
Wherehouse.io,Pre-series A,3500000.0,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.","New Delhi, ",Better Capital,2021,Transportation & Logistics
Flexmoney,Pre-series A,4800000.0,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance","Mumbai, ",Pravega Ventures,2021,Finance
Fampay,Pre-series A,38000000.0,India's first numberless card and UPI without a bank account,"Bangalore, ","Greenoaks Capital, Elevation Capital",2021,Finance
Apna,Pre-series A,70000000.0,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,"Bangalore, ","Sequoia Capital India, rocketship.vc",2021,Business Services
XYXX Apparels,Pre-series A,4000000.0,"XYXX Apparels,which runs an eponymous innerwear brand","Surat, ",Undisclosed,2021,Consumer Goods
WaterScience,Pre-series A,3500000.0,The aim of making good water affordable and accessible.,"Bangalore, ",Undisclosed,2021,Retail
BrowserStack,Pre-series A,200000000.0,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,"Mumbai, ",Accel,2021,IT & Technology
Vital,Pre-series A,3000000.0,"An affordable, digital health plan built around to cover both big and small expenses","New Delhi, ",BLinC Invest,2021,Finance
Juicy chemistry,Pre-series A,3500000.0,Juicy Chemistry operates as an eponymous consumer brand.,"Coimbatore, ",Spring Marketing Capital,2021,Healthcare & Life Sciences
Samaaro,Pre-series A,125000.0,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience","Bangalore, ","Chaitanya Kalipatnapu, Kedar Gavane",2021,IT & Technology
Imagimake,Pre-series A,500000.0,An innovative play system to help children create their imagination,"Mumbai, ","Roha Investment Managers, angel investor Saumil Shah",2021,Business Services
MSMEx,Pre-series A,1000000.0,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,"Andheri, ","TNF Ventures, Razorpay",2021,E-learning
RenewBuy,Pre-series A,45000000.0,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,"Gurugram, ","Lok Capital, IIFL Asset Management",2021,Finance
saarthi.ai,Pre-series A,3500000.0,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,"Bangalore, ",Nvidia Inception,2021,IT & Technology
Kutumb,Pre-series A,26000000.0,Kutumb is a social community enabler.,"Bangalore, ","Tiger Global Management, DST Global",2021,IT & Technology
Superplum,Pre-series A,3800000.0,Building India's most sophisticated platform for high quality fresh food,"Noida, ",Marquee investors,2021,Agriculture
Upside AI,Pre-series A,1200000.0,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,"Mumbai, ",Endiya Partners,2021,Finance
PazCare,Pre-series A,3500000.0,Paz Care is India's leading Employee Benefits & Health insurance platform,"Bangalore, ","Ashish Hemrajani, Parikshit Dar",2021,Finance
Answer Genomics,Pre-series A,3500000.0,A healthcare company that uses genome-based data to help individuals make decisions.,"Bangalore, ","India Accelerator, Lyxel&Flamingo",2021,Healthcare & Life Sciences
Skillmatics,Pre-series A,6000000.0,Skillmatics develops learning games for pre-school and primary school kids aged under 10,"Mumbai, ",Sequoia Capital India,2021,E-learning
Bimaplan,Pre-series A,2500000.0,Affordable insurance for the next billion Indians,"Bangalore, ","Roshan Abbas, Ritesh Malik",2021,Finance
Bueno Finance,Pre-series A,3000000.0,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.","Gurugram, ","Goat Capital, JAM Fund",2021,Finance
CityMall,Pre-series A,22000000.0,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Gurugram, ","General Catalyst, Jungle Ventures",2021,Retail
BYJU’S,Pre-series A,50000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Bangalore, ","Blackstone Group, ADQ",2021,E-learning
India Quotient,Pre-series A,64000000.0,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,"Mumbai, ",Undisclosed,2021,Finance
The Switch Fix,Pre-series A,3500000.0,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,"Gurugram, ","Venture Catalysts, 9unicorns",2021,Healthcare & Life Sciences
Anvidha Technologies,Pre-series A,1500000.0,Anvidha Technologies Private Limited is a HARYANA based private ltd.,"Haryana, ",Undisclosed,2021,IT & Technology
DigiSparsh,Pre-series A,3500000.0,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,"Mumbai, ",GoAhead Ventures,2021,Finance
CoffeeMug.ai,Pre-series A,620000.0,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.","New Delhi, ","Paradigm Shift Capital, AngelList India",2021,IT & Technology
Pathfndr.io,Pre-series A,3500000.0,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,"Bangalore, ",Arali Ventures,2021,IT & Technology
BigLeap,Pre-series A,600000.0,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,"Hyderabad, ",Anup Kumar Yama,2021,Business Services
Kazam,Pre-series A,900000.0,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops","Bangalore, ",Inflection Point Ventures,2021,Manufacturing
MYRE Capital,Pre-series A,6000000.0,Democratising Real Estate Ownership,"Mumbai, ",Aryaman Vir,2021,Real Estate
BimaPe,Pre-series A,500000.0,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',"Mumbai, ","iSeed, Titan Capital",2021,Finance
MicroDegree,Pre-series A,3500000.0,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,"Mangalore, ",Research Innovation Incubation Design Labs,2021,E-learning
Saarthi Pedagogy,Pre-series A,1000000.0,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies","Ahmadabad, ","JITO Angel Network, LetsVenture",2021,E-learning
Synapsica,Pre-series A,4000000.0,Artificial Intelligence tools to make quality diagnostic assessment available for all.,"New Delhi, ","IvyCap Ventures, Endiya Partners",2021,Healthcare & Life Sciences
Kwik Foods,Pre-series A,3500000.0,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,"Gurugram, ",9Unicorns,2021,Consumer Goods
Plutomen,Pre-series A,300000.0,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,"Ahmadabad, ","GUSEC Seed Fund, DeVX Venture Fund",2021,IT & Technology
GoMechanic,Pre-series A,42000000.0,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.","Gurugram, ","Tiger Global, Sequoia",2021,Manufacturing
Grinntech,Pre-series A,2000000.0,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.","Chennai, ",Undisclosed,2021,Manufacturing
Nobel Hygiene,Pre-series A,60000000.0,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.","Mumbai, ",Quadria Capital,2021,Healthcare & Life Sciences
Green Cure,Pre-series A,3500000.0,World's first company to combine German Engineering with Indian Ayurveda in health products,"New Delhi, ",Venture Catalysts,2021,Healthcare & Life Sciences
Classplus,Pre-series A,65000000.0,Classplus was born out of an urge to redefine classroom engagement in this country.,"Noida, ",Tiger Global,2021,E-learning
WINDO,Pre-series A,500000.0,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,"Hyderabad, ",Unicorn India Ventures,2021,Retail
ApnaKlub,Pre-series A,3500000.0,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Bangalore, ","Blume Ventures, Whiteboard Capital",2021,Retail
LegalPay,Pre-series A,3500000.0,A tech focused B2B litigation finance company in India.,"New Delhi, ",Ashwini Kakkar. 9Unicorns,2021,Finance
Lavado,Pre-series A,3500000.0,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,"Mumbai, ",Ashish Shah,2021,Business Services
Navars,Pre-series A,3500000.0,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.","Hyderabad, ",Faad Network,2021,E-learning
GoBolt,Pre-series A,20000000.0,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.","Gurugram, ","Paragon Partners, Aavishkaar Capital",2021,Transportation & Logistics
Loco,Pre-series A,9000000.0,Loco is India's leading live game streaming app.,"Bangalore, ","Krafton, Lumikai",2021,Media & Entertainment
Auric,Pre-series A,2000000.0,Contemporary Beauty & Wellness Brand Based on Ayurveda,"New Delhi, ",Venture Catalysts,2021,Healthcare & Life Sciences
Edmingle,Pre-series A,300000.0,Edmingle is a platform for all educators who want to launch their courses and sell them online.,"Bangalore, ","Indovation Fund, Mumbai Angels",2021,E-learning
Slice,Pre-series A,20000000.0,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.","Bangalore, ","Gunosy, Blume Ventures",2021,Finance
Humit,Pre-series A,3500000.0,Humit is a social networking app for music sharing and discovery.,"Bangalore, ",Antler India,2021,Media & Entertainment
Airblack,Pre-series A,5200000.0,Airblack is on a mission to help people convert their passion to a livelihood.,"Gurugram, ","Edge Ventures, Elevation Capital",2021,IT & Technology
NIRAMAI,Pre-series A,3500000.0,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.","Bangalore, ",CDC Group,2021,Healthcare & Life Sciences
Intervue,Pre-series A,3500000.0,World's fastest collaborative environment to take tech interviews.,"New Delhi, ","Titan Capital, Kunal Shah",2021,IT & Technology
Nestroots,Pre-series A,100000.0,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.","Gurugram, ",We Founder Circle,2021,Consumer Goods
Detect Technologies,Pre-series A,12000000.0,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,"Chennai, ","Accel Partners, Elevation Capital",2021,Manufacturing
CredR,Pre-series A,6500000.0,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,"Bangalore, ","Yamaha Motors, Omidyar Network India, Eight Roads Ventures",2021,Manufacturing
Fourth Partner Energy,Pre-series A,125000000.0,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.","Hyderabad, ","Norfund, The Rise Fund",2021,Energy
TABLT,Pre-series A,3000000.0,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,"Kolkata, ",Siti Cable,2021,Healthcare & Life Sciences
Hesa,Pre-series A,2000000.0,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,"Hyderabad, ","Venture Catalysts, 9unicorns",2021,IT & Technology
Powerhouse91,Pre-series A,3500000.0,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.","Gurugram, ",Crossbeam Venture Partners,2021,Consumer Goods
Nalanda Learning,Pre-series A,5000000.0,India's 1st Online Preschool with Blended Learning Model,"Kolkata, ",Aavishkaar Capital,2021,E-learning
Chargeup,Pre-series A,3500000.0,"""Battery as a Service"" for 3 wheeler & 2 wheelers","New Delhi, ",Mapmyindia,2021,Energy
Knackit,Pre-series A,100000.0,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,"Bangalore, ",Jyoti Bansal,2021,IT & Technology
Treebo Hotels,Pre-series A,16000000.0,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,"Bangalore, ",Accor,2021,Travel & Tourism
Raptee Energy,Pre-series A,700000.0,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,"Chennai, ",Undisclosed,2021,Manufacturing
Meddo,Pre-series A,6000000.0,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,"Gurugram, ","SRI Capital, Picus Capital, Alkemi Capital",2021,Healthcare & Life Sciences
Supertails,Pre-series A,2600000.0,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Bangalore, ","Saama Capital, DSG Consumer Partners",2021,Healthcare & Life Sciences
SkilloVilla,Pre-series A,300000.0,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,"Bangalore, ",Titan Capital,2021,E-learning
Cancer Clinics,Pre-series A,1500000.0,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.","Telugana, ",Axilor,2021,Healthcare & Life Sciences
Velocity,Pre-series A,1300000.0,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,"Bangalore, ",Valar Ventures,2021,Finance
Happy Jars,Pre-series A,400000.0,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.","New Delhi, ",Inflection Point Ventures,2021,Consumer Goods
Inshorts,Pre-series A,40000000.0,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,"Noida, ","Addition, SIG Global India Fund",2021,Media & Entertainment
ExtraaEdge,Pre-series A,1000000.0,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,"Pune, ","9Unicorns Accelerator Fund, Indian Angel Network",2021,Business Services
Zotalabs,Pre-series A,1250000.0,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,"Pune, ",Alfa Ventures,2021,IT & Technology
Voiro,Pre-series A,1800000.0,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,"Bangalore, ",1Crowd,2021,Business Services
Dream Sports,Pre-series A,400000000.0,"Dream Sports is India’s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.","Mumbai, ","TCV, D1 Capital Partners, Falcon Edge.",2021,Media & Entertainment
Safex Chemicals,Pre-series A,50000000.0,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,"New Delhi, ",BanyanTree Finance Pvt. Ltd.,2021,Agriculture
Instoried,Pre-series A,3500000.0,Instoried is an augmented writing platform which improves customer interest and engagement.,"Bangalore, ","EXPERT DOJO, Mumbai Angels",2021,Media & Entertainment
Rupifi,Pre-series A,4100000.0,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,"Bangalore, ",Quona Capital,2021,Finance
Moneyboxx,Pre-series A,3000000.0,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,"Mumbai, ","Ashv Finance, BlackSoil Capital",2021,Finance
CityMall,Pre-series A,11000000.0,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Gurugram, ","WaterBridge Ventures, SAIF Partners",2021,Retail
Janani,Pre-series A,1000000.0,Janani.ai is a fertility care provider.,"Bangalore, ","Sweta Rau, 9Unicorns Accelerator Fund",2021,Healthcare & Life Sciences
ReshaMandi,Pre-series A,1700000.0,India's 1st award winning technology led digital ecosystem for Silk,"Bangalore, ","Omnivore, Strive Ventures",2021,Agriculture
Bombay Shaving Company,Pre-series A,2000000.0,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","New Delhi, ","Rajesh Sud, KULDEEP JAIN",2021,Consumer Goods
DotPe,Pre-series A,27000000.0,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,"Gurugram, ","PayU, Google",2021,Finance
Homingos,Pre-series A,3500000.0,Homingos is an Augmented reality (AR)-based social networking platform.,"Bangalore, ","Sundi Natarajan, Srinivas Anumolu",2021,IT & Technology
Anar Business Community,Pre-series A,3500000.0,Anar is a communications and networking platform for businesses around the world.,"Mumbai, ","Titan Capital, First Cheque",2021,IT & Technology
Five Star Finance,Pre-series A,234000000.0,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,"Chennai, ","TPG Capital Asia, Epiq Capital",2021,Finance
Settlrs,Pre-series A,3500000.0,"A B2B rental services company for furniture, home appliances, electronic and IT infrastructure.","Bangalore, ",MaGEHold Pte. Ltd.,2021,Real Estate
BYJU'S,Pre-series A,460000000.0,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Bangalore, ","BlackRock, Owl Ventures",2021,E-learning
Annapurna Finance,Pre-series A,30000000.0,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,"Bhubaneswar, ","Asian Development Bank, Oman India Joint Investment Fund",2021,Finance
HealthPlix,Pre-series A,13500000.0,HealthPlix is a healthtech startup,"Bangalore, ","JSW Ventures, Kalaari Capital",2021,Healthcare & Life Sciences
Masai School,Pre-series A,5000000.0,Masai School is a job-oriented software training services.,"Bangalore, ","Unitus Ventures, Omidyar Network India",2021,E-learning
Bewakoof,Pre-series A,4000000.0,"Society perceives Bewakoof as stupid.But what does society call Bewakoof?Often, it’s anything different or anything that’s done differently.","Mumbai, ","IvyCap Ventures, Pratithi Investment Trust",2021,Retail
IndiaLends,Pre-series A,5100000.0,IndiaLends is a digital lending and borrowing marketplace.,"New Delhi, ","ACPI Investments, AdvantEdge Founders",2021,Finance
Stelis Biopharma,Pre-series A,195000000.0,Stelis Biopharma is a vertically integrated biopharmaceutical company.,"Bangalore, ","RouteOne, Mankekar Family Office",2021,Healthcare & Life Sciences
Tilt,Pre-series A,125000.0,A bike-share for Indian campuses,"Bangalore, ",Y Combinator,2021,Transportation & Logistics
NeoDove,Pre-series A,15000000.0,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.","Jaipur, ",India Quotient,2021,IT & Technology
Zaara Biotech,Pre-series A,10000000.0,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,"Kottayam, ",TCN International Commerce,2021,Healthcare & Life Sciences
KreditBee,Pre-series A,75000000.0,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Bangalore, ","Alpine Capital, PremjiInvest",2021,Finance
True Balance,Pre-series A,10000000.0,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Gurugram, ","Bon Angels Venture Partners, Daesung Private Equity",2021,Finance
Muvin,Pre-series A,1000000.0,Youth Neobank enabling financial solutions for the teenagers and young people,"Bangalore, ",Undisclosed,2021,Finance
Purplle,Pre-series A,45000000.0,"Purplle is an online store selling cosmetics, fragrances, skin, and hair care products.","Mumbai, ","Spring Marketing Capital, Verlinvest",2021,Consumer Goods
FloBiz,Pre-series A,10000000.0,India’s first neobusiness platform,"Bangalore, ",Elevation Capital,2021,IT & Technology
Jeevam Health,Pre-series A,1500000.0,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,"New Delhi, ",Y Combinator,2021,Healthcare & Life Sciences
NewLink Group,Pre-series A,200000000.0,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,"Beijing, ",Bain Capital,2021,IT & Technology
OZiva,Pre-series A,12000000.0,OZiva is a plant-based Clean Nutrition Brand.,"Mumbai, ","F-Prime Capital, Eight Roads Ventures India",2021,Healthcare & Life Sciences
Blive,Pre-series A,1000000.0,B: Live is an electric vehicle tourism startup.,"Panaji, ","Mumbai Angels, DNA Entertainment Networks",2021,Travel & Tourism
Nazara Technologies,Pre-series A,30000000.0,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.","Mumbai, ","Hornbill Capital Advisers, Plutus Wealth Management",2021,Media & Entertainment
Euler Motors,Pre-series A,2600000.0,Electric Light Commercial Vehicle,"New Delhi, ","ADB Ventures, Jetty Ventures",2021,Manufacturing
Pixxel,Pre-series A,7300000.0,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,"Bangalore, ","Techstars, Ryan Johnson",2021,IT & Technology
Prescinto,Pre-series A,3500000.0,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,"Gujarat, ","Venture Catalysts, 9Unicorns Accelerator Fund",2021,Energy
MyGlamm,Pre-series A,20000000.0,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,"Mumbai, ",Bessemer Venture Partners,2021,Consumer Goods
Chirrup,Pre-series A,300000.0,Video integrated social-gaming platform,"Bangalore, ","Titan Capital, iSeed, First Cheque, 3.0 Fund.",2021,Media & Entertainment
Policybazaar,Pre-series A,75000000.0,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,"Gurugram, ","Falcon Edge Capital, White Oak Global Advisors",2021,Finance
Livve Homes,Pre-series A,5000000.0,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between","Bangalore, ",Angel investors,2021,Real Estate
Juicy Chemistry,Pre-series A,6300000.0,Juicy Chemistry operates as an eponymous consumer brand.,"Coimbatore, ",Akya Ventures,2021,Healthcare & Life Sciences
Svasti Microfinance,Pre-series A,4000000.0,Svasti works with urban slum dwellers women microentrepreneurs.,"Mumbai, ","Kayenne Ventures, Nordic Microfinance Initiative",2021,Finance
Nexprt,Pre-series A,2000000.0,Nexprt Solutions offers end-to-end and 100% customized import solutions.,"New Delhi, ",Titan Capital,2021,Business Services
Wysa,Pre-series A,3500000.0,Wysa is an AI conversational agent that has been shown to help improve mental health,"Bangalore, ","Kae Capital, Pi Ventures",2021,IT & Technology
Ankur capital,Pre-series A,40000000.0,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,"Mumbai, ",Undisclosed,2021,Finance
Indifi,Pre-series A,5000000.0,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,"Gurugram, ","Elevar Equity, Accel India",2021,Finance
Firmway,Pre-series A,3500000.0,Firmway is a platform that digitizes balance confirmation and reconciliation process.,"Mumbai, ",Undisclosed,2021,Finance
Say Cheese,Pre-series A,1000000.0,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions","Mumbai, ",Undisclosed,2021,Healthcare & Life Sciences
Indic Inspirations,Pre-series A,300000.0,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.","Pune, ",Marquee investors,2021,Media & Entertainment
Bimaplan,Pre-series A,500000.0,Affordable insurance for the next billion Indians,"Mumbai, ","Titan Capital, Y Combinator",2021,Finance
YAP,Pre-series A,10000000.0,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,"Chennai, ","Jitendra Gupta, Better Capital",2021,Finance
Leap Finance,Pre-series A,17000000.0,Leap Finance is a fintech startup for Indian students pursuing international higher education,"Bangalore, ",Jungle Ventures,2021,Finance
BlackSoil NBFC,Pre-series A,3000000.0,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,"Mumbai, ",Undisclosed,2021,Finance
OYO,Pre-series A,200000000.0,OYO operates a branded network of hotels designed to offer standardized stay experiences.,"Gurugram, ",Hindustan Media Venture,2021,Travel & Tourism
Max Healthcare,Pre-series A,140000000.0,Max Healthcare is one of the leading chain of hospitals in India.,"New Delhi, ","Radiant Life Care Private Ltd, Life Healthcare",2021,Healthcare & Life Sciences
4baseCare,Pre-series A,2000000.0,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,"Bangalore, ","Mount Judi Ventures, growX Ventures, Season Two Ventures",2021,Healthcare & Life Sciences
Ezstays,Pre-series A,400000.0,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.","New Delhi, ",Richard Rekhy,2021,E-learning
Stylework,Pre-series A,500000.0,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,"Gurugram, ",Inflection Point Ventures,2021,Real Estate
Kinara Capital,Pre-series A,6000000.0,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,"Bangalore, ","GAWA Capital, Gaja Capital",2021,Finance
Riskcovry,Pre-series A,5000000.0,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Bangalore, ","Better Capital, Bharat Inclusion Seed Fund",2021,Finance
NODWIN,Pre-series A,20000000.0,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,"Gurugram, ",Krafton,2021,Media & Entertainment
Quizizz,Pre-series A,12500000.0,Quizizz is a Education based startup,"Bangalore, ","Eight Roads Ventures India, Nexus Venture Partners",2021,E-learning
Ecom Express,Pre-series A,20000000.0,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,"New Delhi, ","CDC Group, Partners Group",2021,Retail
Turtlemint,Pre-series A,45000000.0,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,"Mumbai, ",Jungle Ventures,2021,Finance
Captain Fresh,Pre-series A,3000000.0,Captain Fresh is a freshwater fish and seafood supply chain platform.,"Bangalore, ","Matrix Partners India, Ankur Capital",2021,Business Services
Northern Arc,Pre-series A,10000000.0,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,"Chennai, ","U.S. International Development Finance Corp, Asian Development Bank",2021,Finance
Qoohoo,Pre-series A,800000.0,A platform for creators to build immersive connections with their fans and followers and monetize them.,"Bangalore, ",Angel investors,2021,IT & Technology
IGL,Pre-series A,500000.0,Indian Gaming League is the premier eSports platform in India.,"Mumbai, ","Hungama, Hindustan Talkies",2021,Media & Entertainment
AMPM,Pre-series A,200000.0,24*7 convenience store,"Gurugram, ",Agility Venture Partners,2021,Retail
The ePlane,Pre-series A,1000000.0,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications","Chennai, ","Speciale Invest, Farid Ahsan",2021,Manufacturing
Cashify,Pre-series A,15000000.0,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Gurugram, ","Bessemer Venture Partners, CDH Investments",2021,Retail
Bijnis,Pre-series A,3500000.0,Digitizing the Factories of the Unorganised Industries.,"New Delhi, ","Sequoia Capital India, Matrix Partners India",2021,Business Services
Questt,Pre-series A,1000000.0,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Gurugram, ","Chiratae Ventures, AET Fund",2021,E-learning
